1	0.008
2	0.006
3	0.003
4	0.003
5	0.003
6	0.004
7	0.005
8	0.006
9	0.005
10	0.008
11	0.008
12	0.009
13	0.01
14	0.011
15	0.013
16	0.014
17	0.015
18	0.037
19	0.021
20	0.022
21	0.022
22	0.024
23	0.026
24	0.029
25	0.031
26	0.04
27	0.035
28	0.037
29	0.04
30	0.04
31	0.044
32	0.05
33	0.053
34	0.06
35	0.065
36	0.06
37	0.064
38	0.088
39	0.075
40	0.079
41	0.083
42	0.097
43	0.082
44	0.085
45	0.089
46	0.101
47	0.123
48	0.138
49	0.117
50	0.114
51	0.117
52	0.149
53	0.136
54	0.128
55	0.139
56	0.137
57	0.143
58	0.157
59	0.153
60	0.158
61	0.164
62	0.175
63	0.237
64	0.183
65	0.182
66	0.173
67	0.21
68	0.212
69	0.227
70	0.227
71	0.227
72	0.226
73	0.217
74	0.224
75	0.336
76	0.279
77	0.329
78	0.281
79	0.302
80	0.304
81	0.342
82	0.334
83	0.305
84	0.334
85	0.346
86	0.4
87	0.39
88	0.408
89	0.413
90	0.404
91	0.384
92	0.44
93	0.42
94	0.46
95	0.425
96	0.46
97	0.428
98	0.489
99	0.473
100	0.501
101	0.475
102	0.519
103	0.512
104	0.512
105	0.548
106	0.525
107	0.544
108	0.528
109	0.571
110	0.556
111	0.578
112	0.55
113	0.521
114	0.552
115	0.646
116	0.694
117	0.697
118	0.693
119	0.658
120	0.671
121	0.698
122	0.661
123	0.681
124	0.71
125	0.725
126	0.748
127	0.713
128	0.741
129	0.777
130	0.743
131	0.9
132	0.833
133	0.811
134	0.828
135	0.822
136	0.891
137	0.926
138	0.907
139	0.894
140	0.949
141	0.987
142	1.04
143	1.006
144	0.994
145	1.006
146	1.078
147	0.97
148	1.099
149	1.078
150	1.087
151	1.124
152	1.122
153	1.166
154	1.117
155	1.093
156	1.14
157	1.179
158	1.264
159	1.24
160	1.224
161	1.185
162	1.294
163	1.271
164	1.263
165	1.314
166	1.357
167	1.186
168	1.143
169	1.278
170	1.22
171	1.112
172	1.281
173	1.192
174	1.282
175	1.338
176	1.33
177	1.131
178	1.125
179	1.164
180	1.204
181	1.277
182	1.379
183	1.497
184	1.539
185	1.509
186	1.321
187	1.315
188	1.297
189	1.367
190	1.47
191	1.382
192	1.358
193	1.459
194	1.465
195	1.419
196	1.471
197	1.484
198	1.486
199	1.368
200	1.771
201	1.931
202	1.926
203	1.773
204	1.914
205	2.154
206	2.011
207	1.898
208	1.662
209	1.685
210	1.728
211	1.685
212	1.691
213	1.864
214	1.791
215	1.641
216	1.628
217	1.846
218	1.754
219	1.668
220	1.645
221	1.976
222	1.833
223	2.203
224	1.801
225	2.163
226	1.861
227	2.003
228	2.146
229	2.253
230	2.173
231	2.179
232	1.999
233	1.985
234	2.054
235	2.202
236	2.088
237	2.099
238	2.015
239	2.023
240	2.416
241	2.237
242	2.075
243	2.21
244	2.158
245	2.338
246	2.06
247	2.184
248	2.372
249	2.407
250	2.379
251	2.336
252	2.382
253	2.325
254	2.352
255	2.523
256	2.392
257	2.385
258	2.484
259	2.491
260	2.583
261	2.319
262	2.506
263	2.616
264	2.822
265	2.558
266	2.581
267	2.639
268	2.644
269	3.117
270	2.771
271	2.478
272	2.696
273	2.864
274	2.772
275	2.797
276	2.668
277	3.029
278	2.564
279	2.673
280	2.968
281	2.884
282	2.952
283	3.088
284	2.989
285	3.138
286	3.112
287	3.002
288	2.975
289	3.276
290	2.976
291	3.183
292	3.222
293	3.017
294	2.894
295	3.336
296	3.5
297	3.523
298	3.465
299	3.415
300	3.436
301	3.287
302	3.492
303	3.584
304	3.364
305	3.476
306	3.396
307	3.618
308	3.32
309	3.527
310	3.407
311	3.611
312	3.863
313	3.588
314	3.718
315	3.943
316	3.761
317	3.686
318	3.814
319	4.052
320	3.862
321	4.118
322	3.691
323	3.885
324	3.994
325	3.892
326	3.961
327	3.92
328	4.11
329	4.138
330	4.261
331	4.311
332	3.954
333	4.121
334	4.087
335	4.367
336	4.158
337	4.258
338	3.874
339	4.628
340	4.5
341	4.479
342	4.273
343	4.341
344	4.296
345	4.215
346	4.505
347	4.494
348	4.644
349	4.592
350	4.646
351	4.608
352	4.714
353	4.701
354	4.991
355	4.919
356	4.858
357	5.192
358	5.208
359	5.326
360	5.77
361	5.591
362	5.832
363	6.016
364	5.656
365	5.337
366	5.357
367	4.913
368	5.417
369	5.115
370	5.186
371	5.233
372	5.777
373	5.538
374	5.366
375	5.543
376	4.951
377	5.256
378	5.526
379	5.441
380	5.329
381	5.604
382	5.198
383	5.744
384	5.714
385	5.542
386	5.926
387	5.536
388	5.529
389	5.473
390	6.29
391	5.869
392	5.857
393	5.615
394	5.83
395	5.973
396	6.164
397	5.334
398	5.641
399	5.846
400	6.114
401	5.959
402	6.108
403	5.854
404	6.1
405	5.389
406	7.261
407	6.506
408	6.577
409	5.99
410	6.324
411	6.225
412	6.196
413	6.771
414	6.339
415	6.715
416	6.58
417	6.362
418	6.49
419	6.635
420	6.504
421	6.371
422	6.632
423	6.71
424	6.305
425	6.603
426	6.651
427	6.869
428	6.656
429	7.09
430	7.046
431	6.884
432	7.178
433	7.183
434	6.724
435	7.302
436	7.466
437	7.733
438	7.277
439	8.204
440	7.622
441	7.909
442	9.261
443	8.928
444	9.002
445	8.762
446	9.058
447	9.518
448	9.935
449	9.583
450	8.982
451	7.833
452	8.631
453	9.768
454	9.178
455	9.091
456	8.067
457	7.701
458	7.528
459	7.997
460	7.495
461	7.915
462	7.562
463	8.095
464	7.975
465	8.303
466	8.121
467	8.171
468	7.959
469	8.137
470	8.476
471	8.999
472	8.136
473	8.177
474	8.654
475	8.932
476	8.034
477	8.956
478	8.526
479	8.455
480	8.734
481	8.477
482	8.409
483	8.785
484	8.751
485	8.77
486	8.413
487	8.718
488	9.105
489	8.566
490	8.536
491	8.802
492	9.69
493	9.82
494	9.731
495	10.121
