496	9.467
497	10.149
498	10.051
499	10.064
500	9.945
501	9.828
502	10.619
503	10.177
504	9.915
505	10.331
506	11.276
507	12.189
508	11.527
509	10.127
510	10.862
511	10.091
512	10.125
513	9.371
514	10.221
515	11.269
516	10.301
517	10.343
518	10.022
519	10.59
520	11.026
521	10.846
522	12.333
523	11.99
524	12.21
525	12.71
526	12.574
527	12.538
528	12.721
529	13.226
530	12.842
531	13.132
532	12.993
533	13.457
534	13.217
535	13.543
536	13.683
537	12.037
538	11.355
539	12.618
540	11.385
541	11.666
542	13.74
543	14.593
544	13.194
545	12.532
546	12.844
547	13.829
548	13.486
549	13.367
550	13.992
551	12.223
552	11.716
553	11.954
554	12.432
555	11.735
556	11.746
557	11.627
558	11.952
559	12.869
560	12.197
561	12.968
562	14.929
563	15.085
564	16.151
565	15.616
566	15.32
567	15.132
568	14.576
569	15.183
570	15.69
571	15.927
572	15.458
573	15.317
574	15.652
575	15.096
576	15.426
577	15.943
578	15.773
579	15.517
580	16.036
581	15.806
582	16.126
583	15.952
584	16.183
585	16.445
586	16.608
587	16.95
588	16.482
589	16.778
590	15.369
591	15.702
592	16.014
593	16.879
594	15.566
595	14.254
596	14.413
597	13.787
598	13.302
599	14.691
600	14.163
601	14.944
602	15.64
603	16.774
604	15.413
605	15.197
606	15.011
607	14.557
608	15.666
609	16.174
610	16.413
611	16.552
612	15.468
613	16.912
614	16.508
615	16.565
616	15.791
617	14.739
618	16.136
619	16.136
620	15.854
621	16.405
622	17.256
623	17.987
624	17.883
625	17.809
626	17.755
627	17.352
628	17.065
629	16.323
630	16.958
631	17.057
632	17.014
633	16.873
634	16.256
635	16.317
636	17.77
637	15.888
638	16.101
639	17.731
640	17.225
641	17.632
642	17.655
643	16.147
644	17.238
645	17.409
646	16.425
647	16.966
648	17.278
649	17.091
650	19.208
651	15.963
652	16.171
653	18.611
654	18.366
655	18.019
656	18.477
657	16.196
658	17.645
659	18.288
660	17.759
661	20.37
662	18.82
663	19.44
664	20.213
665	17.454
666	20.151
667	18.271
668	17.004
669	18.676
670	17.208
671	17.648
672	18.66
673	16.55
674	18.578
675	17.789
676	17.295
677	20.009
678	17.733
679	17.629
680	19.577
681	17.405
682	19.251
683	20.301
684	17.353
685	19.998
686	17.292
687	18.457
688	19.97
689	17.854
690	19.372
691	17.635
692	17.369
693	20.874
694	17.051
695	19.859
696	19.032
697	17.579
698	20.192
699	18.235
700	18.946
701	19.482
702	17.92
703	20.619
704	19.462
705	18.822
706	21.078
707	18.697
708	20.944
709	18.089
710	19.451
711	21.041
712	18.781
713	22.141
714	19.885
715	19.546
716	21.448
717	19.808
718	23.064
719	18.518
720	21.779
721	20.215
722	20.834
723	21.039
724	18.906
725	23.225
726	19.161
727	22.806
728	20.503
729	21.339
730	22.8
731	21.524
732	23.676
733	19.315
734	23.374
735	19.916
736	23.74
737	21.662
738	23.455
739	22.434
740	21.007
741	23.427
742	20.615
743	23.973
744	19.719
745	23.311
746	20.005
747	21.831
748	21.705
749	20.89
750	22.797
751	21.493
752	25.188
753	20.353
754	23.749
755	20.122
756	22.765
757	22.82
758	24.734
759	24.075
760	24.781
761	24.063
762	24.426
763	23.18
764	23.972
765	23.09
766	22.24
767	23.986
768	21.63
769	23.856
770	21.785
771	25.231
772	22.44
773	25.271
774	22.569
775	25.909
776	21.749
777	24.292
778	21.93
779	24.688
780	23.493
781	26.028
782	23.594
783	25.454
784	23.808
785	25.817
786	22.849
787	25.474
788	22.507
789	26.05
790	24.896
791	27.113
792	24.051
793	27.356
794	28.406
795	26.453
796	22.893
797	27.396
798	24.544
799	26.77
800	25.599
1	0.006
2	0.005
3	0.002
4	0.01
5	0.081
6	0.023
7	0.219
8	0.416
9	1.271
10	2.972
11	2.758
12	3.017
13	26.568
14	28.941
15	141.416
16	821.884
17	3713.67
18	12478.9
19	27737.2
20	69753.8
